part 1:
294;five8pks78fourdbspf;0x6669766538706B733738666F75726462737066;8|7|8;878;88
295;seventczx3threeninemlsevenmvntwo;0x736576656E74637A783374687265656E696E656D6C736576656E6D766E74776F;3;3;3
296;one59tqqxbjhp;0x6F6E65353974717178626A6870;5|9;59;59
297;six5threehgmcnpvone6bsix4;0x73697835746872656568676D636E70766F6E65366273697834;5|6|4;564;54
298;eightsixckfpcffour4;0x6569676874736978636B66706366666F757234;4;4;4
299;hbzjvzdr2five7;0x68627A6A767A6472326669766537;2|7;27;27
300;one4jxz5fourm;0x6F6E65346A787A35666F75726D;4|5;45;45
301;76bbldjckqksixhcmb3;0x373662626C646A636B716B73697868636D6233;7|6|3;763;73
302;onenine49vq;0x6F6E656E696E6534397671;4|9;49;49
303;6rzxhsmnfbmqgsgvt57k1six;0x36727A7868736D6E66626D71677367767435376B31736978;6|5|7|1;6571;61
304;zdftpqqplpqfhrd16four;0x7A646674707171706C7071666872643136666F7572;1|6;16;16
305;ninebsnjtrkfhgfbqsnqhrthree1mqkrrtxnine4;0x6E696E6562736E6A74726B666867666271736E7168727468726565316D716B727274786E696E6534;1|4;14;14
306;nine3lhrzkbcmzq11;0x6E696E65336C68727A6B62636D7A713131;3|1|1;311;31
307;fourthree5ninesljdvseightsix5;0x666F75727468726565356E696E65736C6A647673656967687473697835;5|5;55;55
308;8qjtbfjpf;0x38716A7462666A7066;8;8;8
309;8twobvtgbgbtnxrh5lblkxtnlphfmhpccfzz2;0x3874776F62767467626762746E787268356C626C6B78746E6C7068666D68706363667A7A32;8|5|2;852;82
310;brqbgn27377kltngmlqsfnf3;0x62727162676E32373337376B6C746E676D6C7173666E6633;2|7|3|7|7|3;273773;23
311;twotwo67nkgmth9one;0x74776F74776F36376E6B676D7468396F6E65;6|7|9;679;69
312;29twoonevqffqqjqsixthreeeightseven;0x323974776F6F6E657671666671716A7173697874687265656569676874736576656E;2|9;29;29
313;xbrv6qgqjxmvjkr5ngjhdjlvnjsmlqgngfr;0x78627276367167716A786D766A6B72356E676A68646A6C766E6A736D6C71676E676672;6|5;65;65
314;ggbmtmbcrnkj83vhhgdjlfsix4;0x6767626D746D6263726E6B6A383376686867646A6C6673697834;8|3|4;834;84
315;4blnxlvmq6zpfpgxcp38;0x34626C6E786C766D71367A706670677863703338;4|6|3|8;4638;48
316;dcvrzvqcteighttwo3cxfn5;0x646376727A76716374656967687474776F336378666E35;3|5;35;35
317;qzsix5fbqbflhzzvblfhvfgmzkm8;0x717A7369783566627162666C687A7A76626C66687666676D7A6B6D38;5|8;58;58
318;7twojtbdkzpsix2seven6;0x3774776F6A7462646B7A7073697832736576656E36;7|2|6;726;76
319;6six86;0x367369783836;6|8|6;686;66
320;two4sbnnsskqtm;0x74776F3473626E6E73736B71746D;4;4;4
321;19onefourfivefoursmg7;0x31396F6E65666F757266697665666F7572736D6737;1|9|7;197;17
322;9rxrbxbmqs1twoseveneightthreetwo;0x397278726278626D71733174776F736576656E6569676874746872656574776F;9|1;91;91
323;two3zmcdnm3rlpkjqgthree;0x74776F337A6D63646E6D33726C706B6A71677468726565;3|3;33;33
324;gtlkgpmpprpbbrzjrsp9ssvnzg68nine;0x67746C6B67706D707072706262727A6A727370397373766E7A6736386E696E65;9|6|8;968;98
325;ptwonerddxhnzfive53xhflnccpfkeight1one;0x7074776F6E6572646478686E7A6669766535337868666C6E636370666B6569676874316F6E65;5|3|1;531;51
326;sixvxlbllseven8seven81;0x73697876786C626C6C736576656E38736576656E3831;8|8|1;881;81
327;jhfxcvccjdsevenfive58;0x6A686678637663636A64736576656E666976653538;5|8;58;58
328;5ninefourmz;0x356E696E65666F75726D7A;5;5;5
329;one7three9threeoneonetwo;0x6F6E653774687265653974687265656F6E656F6E6574776F;7|9;79;79
330;four4clsfoursixxvkzx;0x666F757234636C73666F757273697878766B7A78;4;4;4
331;fourseven3;0x666F7572736576656E33;3;3;3
332;szeightwo18l16rxcmvdmkcvb;0x737A6569676874776F31386C31367278636D76646D6B637662;1|8|1|6;1816;16
333;bdzqlbthreedsb45five9;0x62647A716C62746872656564736234356669766539;4|5|9;459;49
334;8pztdljxbjjthreenineeightseven7crkdr8eightwocb;0x38707A74646C6A78626A6A74687265656E696E656569676874736576656E3763726B6472386569676874776F6362;8|7|8;878;88
335;9krvttdxf34mrpzzchrgeightthree;0x396B7276747464786633346D72707A7A6368726765696768747468726565;9|3|4;934;94
336;8jqlmgseveneightzvxrszfsixf;0x386A716C6D67736576656E65696768747A767872737A6673697866;8;8;8
337;ninefiveztthreeeight7l5;0x6E696E65666976657A7474687265656569676874376C35;7|5;75;75
338;7vhbjdnldvlfourhpptwo53pqbnzqnine;0x377668626A646E6C64766C666F757268707074776F35337071626E7A716E696E65;7|5|3;753;73
339;mxdhsixseven6;0x6D786468736978736576656E36;6;6;6
340;threepzlkeight7ppdpqqlv;0x7468726565707A6C6B6569676874377070647071716C76;7;7;7
341;nine15threeqxlrngntwokhzgh;0x6E696E653135746872656571786C726E676E74776F6B687A6768;1|5;15;15
342;4hblzjb22;0x3468626C7A6A623232;4|2|2;422;42
343;pm6eighteightsnztcmfoureightninefive;0x706D3665696768746569676874736E7A74636D666F757265696768746E696E6566697665;6;6;6
344;3jffzhl;0x336A66667A686C;3;3;3
345;97dlrqzvfour6594oneightltg;0x3937646C72717A76666F7572363539346F6E65696768746C7467;9|7|6|5|9|4;976594;94
346;sixlpfivelbjktk7;0x7369786C70666976656C626A6B746B37;7;7;7
347;three23seven;0x74687265653233736576656E;2|3;23;23
348;44x7twoninedrzvnfourseven;0x3434783774776F6E696E6564727A766E666F7572736576656E;4|4|7;447;47
349;8xpndnspgbnfourzcngchbmd;0x3878706E646E737067626E666F75727A636E676368626D64;8;8;8
350;gpdfptgjxcthreeptmpttnfive1;0x677064667074676A7863746872656570746D7074746E6669766531;1;1;1
351;rzcnffhslj398xrhlkbxbcgqtcsjdl3three7;0x727A636E666668736C6A3339387872686C6B6278626367717463736A646C33746872656537;3|9|8|3|7;39837;37
352;fourddqlonetwo5ms7;0x666F75726464716C6F6E6574776F356D7337;5|7;57;57
353;zjnfvksq4djdrjtxdmnsixqshlntxn;0x7A6A6E66766B737134646A64726A7478646D6E7369787173686C6E74786E;4;4;4
354;fournpgkxtp4twojtmqgjgnzdxrnvdxfsltzpflmg1nine;0x666F75726E70676B7874703474776F6A746D71676A676E7A6478726E76647866736C747A70666C6D67316E696E65;4|1;41;41
355;one2one3;0x6F6E65326F6E6533;2|3;23;23
356;twosixfgklbnprck26vstrjkfxgmbhhceightwomz;0x74776F73697866676B6C626E7072636B3236767374726A6B6678676D626868636569676874776F6D7A;2|6;26;26
357;bxxbt5two2g7;0x62787862743574776F326737;5|2|7;527;57
358;5gnineone8697five;0x35676E696E656F6E653836393766697665;5|8|6|9|7;58697;57
359;vcvsfxdninecz8stcvnine;0x766376736678646E696E65637A38737463766E696E65;8;8;8
360;five8fivenxzcjqjxfrbmhdnthree6kkplgmthree;0x6669766538666976656E787A636A716A786672626D68646E7468726565366B6B706C676D7468726565;8|6;86;86
361;dtchdczdvbsevenzsb4one;0x6474636864637A647662736576656E7A7362346F6E65;4;4;4
362;78cdeightvjdlqpvql2fgrrrd61;0x373863646569676874766A646C717076716C326667727272643631;7|8|2|6|1;78261;71
363;pvr5nineoneightzvs;0x707672356E696E656F6E65696768747A7673;5;5;5
364;8three8jvthree;0x387468726565386A767468726565;8|8;88;88
365;2one6one;0x326F6E65366F6E65;2|6;26;26
366;three3six;0x746872656533736978;3;3;3
367;thzmsdbqthreertfjsddone7;0x74687A6D7364627174687265657274666A7364646F6E6537;7;7;7
368;nmhctqdj3hlsixonevkhdbvskg;0x6E6D68637471646A33686C7369786F6E65766B68646276736B67;3;3;3
369;five42255;0x666976653432323535;4|2|2|5|5;42255;45
370;ninefivenqmljgv3;0x6E696E65666976656E716D6C6A677633;3;3;3
371;hjgm71;0x686A676D3731;7|1;71;71
372;mldfbltrfn6jxjsixpbkzbcqvcj;0x6D6C6466626C7472666E366A786A73697870626B7A62637176636A;6;6;6
373;three8nmmp9threeeightwohft;0x7468726565386E6D6D703974687265656569676874776F686674;8|9;89;89
374;eight9zltdfrdnrthree;0x6569676874397A6C74646672646E727468726565;9;9;9
375;3twom;0x3374776F6D;3;3;3
376;5kt;0x356B74;5;5;5
377;pgvglmgpjtnqnkg96seven3seven;0x706776676C6D67706A746E716E6B673936736576656E33736576656E;9|6|3;963;93
378;lhnnine2qjptwonine3;0x6C686E6E696E6532716A7074776F6E696E6533;2|3;23;23
379;eightfourllgmfkjnthreegc6bbdrfcninem;0x6569676874666F75726C6C676D666B6A6E74687265656763366262647266636E696E656D;6;6;6
380;xmlckt9kkdprslxthree91nine;0x786D6C636B74396B6B647072736C78746872656539316E696E65;9|9|1;991;91
381;threespfklnine538;0x74687265657370666B6C6E696E65353338;5|3|8;538;58
382;qlkbjplh1;0x716C6B626A706C6831;1;1;1
383;5sevenfivefour;0x35736576656E66697665666F7572;5;5;5
384;2ninejsjfngfhhldkkghqlmflqfbqpvtnsthgj8four;0x326E696E656A736A666E676668686C646B6B6768716C6D666C716662717076746E737468676A38666F7572;2|8;28;28
385;59eightthreejdzbzbfxlnjqgxxhpbhqhxv3;0x3539656967687474687265656A647A627A6266786C6E6A71677878687062687168787633;5|9|3;593;53
386;threebsgqfseven4xdvnpvpnzslfsvxvshptjffn;0x74687265656273677166736576656E347864766E7076706E7A736C6673767876736870746A66666E;4;4;4
387;vnnpmdqhzm61sevenfivepmbktbsdljp;0x766E6E706D6471687A6D3631736576656E66697665706D626B746273646C6A70;6|1;61;61
388;379zffourxvlvpb6;0x3337397A66666F757278766C76706236;3|7|9|6;3796;36
389;3mhlnbdqr;0x336D686C6E62647172;3;3;3
390;one9kjqtgm5hrbrxrseven;0x6F6E65396B6A7174676D35687262727872736576656E;9|5;95;95
391;twobqssixdfz6;0x74776F62717373697864667A36;6;6;6
392;f1bnhjnfzpcrsevenfour3;0x6631626E686A6E667A706372736576656E666F757233;1|3;13;13
393;ninefive1;0x6E696E656669766531;1;1;1
394;5oneonecfdpdqthree75;0x356F6E656F6E6563666470647174687265653735;5|7|5;575;55
395;eight7ninefivesft2cmfonefour;0x6569676874376E696E656669766573667432636D666F6E65666F7572;7|2;72;72
396;8fourfour;0x38666F7572666F7572;8;8;8
397;bnfive69vcqhfive5ft;0x626E6669766536397663716866697665356674;6|9|5;695;65
398;9lkpj2eight9ssmsbh8three;0x396C6B706A3265696768743973736D736268387468726565;9|2|9|8;9298;98
399;bq9drgtone2sixfour9kthrmeightwob;0x627139647267746F6E6532736978666F7572396B7468726D6569676874776F62;9|2|9;929;99
400;eighteightgppg86;0x65696768746569676874677070673836;8|6;86;86
401;1six1fivekmnkvlfnhsxtpthree;0x3173697831666976656B6D6E6B766C666E68737874707468726565;1|1;11;11
402;gqxqtdktrltmhqp4fivelbqsrklgfllrh48fxgdlcvsrc;0x6771787174646B74726C746D68717034666976656C627173726B6C67666C6C72683438667867646C6376737263;4|4|8;448;48
403;twothree6ckkclhsnine;0x74776F746872656536636B6B636C68736E696E65;6;6;6
404;five5eightqfn;0x6669766535656967687471666E;5;5;5
405;37threedkvtvnfs3mbmzhjbnine;0x33377468726565646B7674766E6673336D626D7A686A626E696E65;3|7|3;373;33
406;hclcdxsvhzpc9onethrees;0x68636C6364787376687A7063396F6E65746872656573;9;9;9
407;6gff5txnv7qmgptkgdrggfnlh;0x366766663574786E7637716D6770746B6764726767666E6C68;6|5|7;657;67
408;nnpvnstlb9hhdqjhbxkbthrzclvsbgktwo;0x6E6E70766E73746C6239686864716A6862786B627468727A636C767362676B74776F;9;9;9
409;zvkqdqmqgfivetwo334vzgvllv;0x7A766B7164716D71676669766574776F333334767A67766C6C76;3|3|4;334;34
410;7foursix;0x37666F7572736978;7;7;7
411;ninedfbmns5xqthree;0x6E696E656466626D6E733578717468726565;5;5;5
412;16frxsevenpnfbgdhb;0x3136667278736576656E706E666267646862;1|6;16;16
413;qqfcn6353one;0x717166636E363335336F6E65;6|3|5|3;6353;63
414;eightpczvxnzmhkgc25ztrrqkmeight;0x656967687470637A76786E7A6D686B676332357A747272716B6D6569676874;2|5;25;25
415;94lnlmx2;0x39346C6E6C6D7832;9|4|2;942;92
416;9mvtssn;0x396D767473736E;9;9;9
417;kctwonegkprf9onefive38bjsvnnxsgpseven;0x6B6374776F6E65676B707266396F6E65666976653338626A73766E6E78736770736576656E;9|3|8;938;98
418;4stwosevenkccc;0x347374776F736576656E6B636363;4;4;4
419;1sbnbxzninesixfkcdfl;0x3173626E62787A6E696E65736978666B6364666C;1;1;1
420;69eightonedsjoneone6;0x363965696768746F6E6564736A6F6E656F6E6536;6|9|6;696;66
421;8five5rrsplshtlmrj;0x386669766535727273706C7368746C6D726A;8|5;85;85
422;chntvmpkdr8nsnine12one;0x63686E74766D706B6472386E736E696E6531326F6E65;8|1|2;812;82
423;ninefourqlxfj6cfzczseven4v;0x6E696E65666F7572716C78666A3663667A637A736576656E3476;6|4;64;64
424;1gsbnklv6lszhmrrfvmsevenpfckscfn5;0x316773626E6B6C76366C737A686D727266766D736576656E7066636B7363666E35;1|6|5;165;15
425;lgt9ninekgstwovkgqckhbthree7three;0x6C6774396E696E656B677374776F766B6771636B68627468726565377468726565;9|7;97;97
426;ztwone91ltzmtmgpdr;0x7A74776F6E6539316C747A6D746D67706472;9|1;91;91
427;1eightlqvrone;0x3165696768746C7176726F6E65;1;1;1
428;11jbvdprskhkczr32tdjmxbf1;0x31316A6276647072736B686B637A72333274646A6D78626631;1|1|3|2|1;11321;11
429;oneqttfcdtxbt6;0x6F6E657174746663647478627436;6;6;6
430;four6one8mvzqskzgnh;0x666F7572366F6E65386D767A71736B7A676E68;6|8;68;68
431;eight74fourcnflfncmjsix5skdqcmvtwo;0x65696768743734666F7572636E666C666E636D6A73697835736B6471636D7674776F;7|4|5;745;75
432;jmqpvlv71;0x6A6D7170766C763731;7|1;71;71
433;9oneightgd;0x396F6E65696768746764;9;9;9
434;8341;0x38333431;8|3|4|1;8341;81
435;pdtmqvhzvp7;0x7064746D7176687A767037;7;7;7
436;bpfnfdm2eight4;0x6270666E66646D32656967687434;2|4;24;24
437;2fivedxlntgmgjtwooneightt;0x326669766564786C6E74676D676A74776F6F6E656967687474;2;2;2
438;tjmvvbqmq9njjxrbmgrlcbrbtzjbone;0x746A6D767662716D71396E6A6A7872626D67726C63627262747A6A626F6E65;9;9;9
439;7sixsixsix;0x37736978736978736978;7;7;7
440;eighttwo6bheightfour;0x656967687474776F3662686569676874666F7572;6;6;6
441;onedtdhrsjsvflfmrkfz3d;0x6F6E656474646872736A7376666C666D726B667A3364;3;3;3
442;hxbzrvj5ninenine;0x6878627A72766A356E696E656E696E65;5;5;5
443;vdldceight7eight;0x76646C64636569676874376569676874;7;7;7
444;twombtmnntjsfpmvjhqt2;0x74776F6D62746D6E6E746A7366706D766A68717432;2;2;2
445;2eight96;0x3265696768743936;2|9|6;296;26
446;9fivegbgvtpzrg1;0x39666976656762677674707A726731;9|1;91;91
447;5three1fjhsn;0x35746872656531666A68736E;5|1;51;51
448;473;0x343733;4|7|3;473;43
449;np8;0x6E7038;8;8;8
450;kbdrczcmsbfives4two9sevenseven;0x6B626472637A636D736266697665733474776F39736576656E736576656E;4|9;49;49
451;ninelmrkgtfive145five;0x6E696E656C6D726B67746669766531343566697665;1|4|5;145;15
452;5two92eightdspeight;0x3574776F393265696768746473706569676874;5|9|2;592;52
453;6zxtlvlrcl;0x367A78746C766C72636C;6;6;6
454;1mkcvsctvh1eight3pmrckhbone1;0x316D6B6376736374766831656967687433706D72636B68626F6E6531;1|1|3|1;1131;11
455;4pqrrvqsqlvsixbt1;0x3470717272767173716C76736978627431;4|1;41;41
456;742cl2qnknmcxqjtklbjmsjdvdhngptpljmfour;0x373432636C32716E6B6E6D6378716A746B6C626A6D736A647664686E677074706C6A6D666F7572;7|4|2|2;7422;72
457;bfsfcf92;0x6266736663663932;9|2;92;92
458;vzjlrffouronertfhcsmdgbjrdcd55;0x767A6A6C7266666F75726F6E657274666863736D6467626A726463643535;5|5;55;55
459;knineonecmsvonetwo3;0x6B6E696E656F6E65636D73766F6E6574776F33;3;3;3
460;vpnqsix2qgptjp5shdeightthree;0x76706E7173697832716770746A703573686465696768747468726565;2|5;25;25
461;jdp5lgffkrmsxjd8twoeightgnfzkpt8;0x6A6470356C6766666B726D73786A643874776F6569676874676E667A6B707438;5|8|8;588;58
462;four6three2rq6lpseven;0x666F7572367468726565327271366C70736576656E;6|2|6;626;66
463;1pfnmmpctwovqvonebcbqjhghrbthreepdxf;0x3170666E6D6D706374776F7671766F6E65626362716A6867687262746872656570647866;1;1;1
464;kpxkgdheight4nine;0x6B70786B6764686569676874346E696E65;4;4;4
465;839sixfive5kh9;0x38333973697866697665356B6839;8|3|9|5|9;83959;89
466;21seveneightmffgnmqvbfive32g;0x3231736576656E65696768746D6666676E6D71766266697665333267;2|1|3|2;2132;22
467;8twozncssnsllksbncbz1dgmtdljdssix;0x3874776F7A6E6373736E736C6C6B73626E63627A3164676D74646C6A6473736978;8|1;81;81
468;jchhdqjf1;0x6A63686864716A6631;1;1;1
469;7six2;0x3773697832;7|2;72;72
470;onefourtwo3five;0x6F6E65666F757274776F3366697665;3;3;3
471;zgktwo3;0x7A676B74776F33;3;3;3
472;dlxdsdslhnine7;0x646C78647364736C686E696E6537;7;7;7
473;two86;0x74776F3836;8|6;86;86
474;2kjkmmjbsprfourseventkqlr;0x326B6A6B6D6D6A62737072666F7572736576656E746B716C72;2;2;2
475;5threetwocvhlnnqhchchgl6;0x35746872656574776F6376686C6E6E716863686368676C36;5|6;56;56
476;gtdlffspsjhcnxqdfour6;0x6774646C66667370736A68636E787164666F757236;6;6;6
477;2gkldzksdxcnhgcdvshgxjv9rcxhh;0x32676B6C647A6B736478636E6867636476736867786A76397263786868;2|9;29;29
478;twogjx7nine;0x74776F676A78376E696E65;7;7;7
479;25threeqmh9qfghrnvzb;0x32357468726565716D683971666768726E767A62;2|5|9;259;29
480;248onefouronexcjbbqpcfb;0x3234386F6E65666F75726F6E6578636A62627170636662;2|4|8;248;28
481;onethree8pqkzsmlfdcfhz;0x6F6E6574687265653870716B7A736D6C66646366687A;8;8;8
482;74j;0x37346A;7|4;74;74
483;szfjpjbnfcjmsthree9;0x737A666A706A626E66636A6D73746872656539;9;9;9
484;99msrmcxn;0x39396D73726D63786E;9|9;99;99
485;1f9twoone;0x31663974776F6F6E65;1|9;19;19
486;mrsvrhbgfone42fivethreetllzkd;0x6D72737672686267666F6E653432666976657468726565746C6C7A6B64;4|2;42;42
487;rnrvx9925;0x726E72767839393235;9|9|2|5;9925;95
488;4fourzhonefive2eight;0x34666F75727A686F6E6566697665326569676874;4|2;42;42
489;threeonetwo3nfbgnjxq;0x74687265656F6E6574776F336E6662676E6A7871;3;3;3
490;eightgz1lnqeighteight;0x6569676874677A316C6E7165696768746569676874;1;1;1
491;6fivefvvtvqcjsix;0x3666697665667676747671636A736978;6;6;6
492;djrl13;0x646A726C3133;1|3;13;13
493;gppmmzq5threej7pc4three;0x6770706D6D7A713574687265656A377063347468726565;5|7|4;574;54
494;63sixhtcmp1sixtwo;0x36337369786874636D703173697874776F;6|3|1;631;61
495;fcjjzf3nxdtxnqmtjthreeonefour2;0x66636A6A7A66336E786474786E716D746A74687265656F6E65666F757232;3|2;32;32
496;8fpbc5;0x386670626335;8|5;85;85
497;25mrzjfppbfourfrzrspqkcbmn;0x32356D727A6A66707062666F757266727A727370716B63626D6E;2|5;25;25
498;1qrmkvgxnc;0x3171726D6B7667786E63;1;1;1
499;qvbmn7;0x7176626D6E37;7;7;7
500;nine6lvdddmrfxc4two4cdhhdzthree6;0x6E696E65366C766464646D726678633474776F3463646868647A746872656536;6|4|4|6;6446;66
501;mtrjrfb6htv4mcrzqrbkthree;0x6D74726A72666236687476346D63727A7172626B7468726565;6|4;64;64
502;eight3oneseventbbdqpffnfm;0x6569676874336F6E65736576656E74626264717066666E666D;3;3;3
503;eightxfll15rxkdkglxsthreethree7;0x656967687478666C6C313572786B646B676C78737468726565746872656537;1|5|7;157;17
504;38fivethreelsixbczgzdffn;0x33386669766574687265656C73697862637A677A6466666E;3|8;38;38
505;884twolp1ninetwo;0x38383474776F6C70316E696E6574776F;8|8|4|1;8841;81
506;csxl4one8;0x6373786C346F6E6538;4|8;48;48
507;dtrxqjshbfournine9two5gng;0x64747278716A736862666F75726E696E653974776F35676E67;9|5;95;95
508;dgpvkcqzn7;0x646770766B63717A6E37;7;7;7
509;nineeighttpzfnpzdtjzseven9seven;0x6E696E65656967687474707A666E707A64746A7A736576656E39736576656E;9;9;9
510;eightnkrrnmbvqz2cvktr;0x65696768746E6B72726E6D6276717A3263766B7472;2;2;2
511;55nine6kttszrtjvm;0x35356E696E65366B7474737A72746A766D;5|5|6;556;56
512;vxvzmmmnrkzvkffivetxhgj8pqtfvvlprd;0x7678767A6D6D6D6E726B7A766B6666697665747868676A387071746676766C707264;8;8;8
513;43kfvtplhjfdfivefiveseventwothreezkmqlsk;0x34336B667674706C686A66646669766566697665736576656E74776F74687265657A6B6D716C736B;4|3;43;43
514;gpkgckdone7xssjkmlsgddg;0x67706B67636B646F6E65377873736A6B6D6C7367646467;7;7;7
515;4fourqrspbqzzthreefour28five;0x34666F75727172737062717A7A7468726565666F7572323866697665;4|2|8;428;48
516;one1st3kmseven;0x6F6E65317374336B6D736576656E;1|3;13;13
517;fourjqmmbone6four7gnine5;0x666F75726A716D6D626F6E6536666F757237676E696E6535;6|7|5;675;65
518;one93mbdbtqvtqmcjxhtzst2onezhlmszqh;0x6F6E6539336D62646274717674716D636A7868747A7374326F6E657A686C6D737A7168;9|3|2;932;92
519;7krlt;0x376B726C74;7;7;7
520;dbstsmrm4onefour;0x64627374736D726D346F6E65666F7572;4;4;4
521;vqqxjteight3;0x767171786A74656967687433;3;3;3
522;ppndcfssbchr2vsr4xdhzvs9jbdkrh;0x70706E64636673736263687232767372347864687A7673396A62646B7268;2|4|9;249;29
523;2vdkxkqmrzveightzrgnineninentx;0x3276646B786B716D727A7665696768747A72676E696E656E696E656E7478;2;2;2
524;6one7;0x366F6E6537;6|7;67;67
525;three24sixsix;0x74687265653234736978736978;2|4;24;24
526;hthree441threemchrone;0x68746872656534343174687265656D6368726F6E65;4|4|1;441;41
527;threeqhxzkpjkbthree5;0x74687265657168787A6B706A6B62746872656535;5;5;5
528;seven5hcxhlgxtr8qjtjpqnqc;0x736576656E35686378686C6778747238716A746A70716E7163;5|8;58;58
529;2mcxlqpqqffvljnhhlplnmlq;0x326D63786C717071716666766C6A6E68686C706C6E6D6C71;2;2;2
530;fvbckcgjgk7two;0x667662636B63676A676B3774776F;7;7;7
531;zgglpqj92bjfvrfntsdfvffx1fourseven;0x7A67676C70716A3932626A667672666E747364667666667831666F7572736576656E;9|2|1;921;91
532;jgeightwo6;0x6A676569676874776F36;6;6;6
533;ldthsjlm6crjhxdvlqthree3;0x6C647468736A6C6D3663726A687864766C71746872656533;6|3;63;63
534;five38threenine4dgctxdfour;0x66697665333874687265656E696E6534646763747864666F7572;3|8|4;384;34
535;mljrxk52eight3bkbeight;0x6D6C6A72786B3532656967687433626B626569676874;5|2|3;523;53
536;1mkkgnvzeightninesnr;0x316D6B6B676E767A65696768746E696E65736E72;1;1;1
537;895sixd;0x38393573697864;8|9|5;895;85
538;qqngkprp9eight;0x71716E676B707270396569676874;9;9;9
539;9qp1cqtkhdhdlv6hrl8eightwodln;0x397170316371746B686468646C763668726C386569676874776F646C6E;9|1|6|8;9168;98
540;ldgksxpnp7mxckrpftsixone3bqkktvmqsix;0x6C64676B7378706E70376D78636B727066747369786F6E653362716B6B74766D71736978;7|3;73;73
541;chtzvmneighteight5pjrdxrmdqh82;0x6368747A766D6E6569676874656967687435706A726478726D6471683832;5|8|2;582;52
542;tfr7ppsxdfvhtsdlqlmbscfourthree8bxhgtztwo;0x7466723770707378646676687473646C716C6D627363666F757274687265653862786867747A74776F;7|8;78;78
543;three65dnlpgcmx6;0x74687265653635646E6C7067636D7836;6|5|6;656;66
544;znf69pbfsbfmxgn7four9;0x7A6E6636397062667362666D78676E37666F757239;6|9|7|9;6979;69
545;5bhqfcghxssjflbzmrninesevengbqvtkgs8;0x35626871666367687873736A666C627A6D726E696E65736576656E67627176746B677338;5|8;58;58
546;3vkdpfdkhpsix96eightgbckkflpq;0x33766B647066646B6870736978393665696768746762636B6B666C7071;3|9|6;396;36
547;drkbpmfkrrzqeightninevgznnmf9three71;0x64726B62706D666B72727A7165696768746E696E6576677A6E6E6D663974687265653731;9|7|1;971;91
548;8lpl4twoneff;0x386C706C3474776F6E656666;8|4;84;84
549;gvffv6229eightvbgbhzb8;0x677666667636323239656967687476626762687A6238;6|2|2|9|8;62298;68
550;xvrzxvxmsv3oneeight8eight8;0x7876727A7876786D7376336F6E65656967687438656967687438;3|8|8;388;38
551;4vfnppkqxvbxfktcltspgbnljp2;0x3476666E70706B7178766278666B74636C74737067626E6C6A7032;4|2;42;42
552;43twobgftvc;0x343374776F626766747663;4|3;43;43
553;sdpmpm4sixfourzlxkfrt7nine;0x7364706D706D34736978666F75727A6C786B667274376E696E65;4|7;47;47
554;eightzkxc6nzgjfgmjdfive37jcz;0x65696768747A6B7863366E7A676A66676D6A646669766533376A637A;6|3|7;637;67
555;624fivetxvlrtnnng3;0x363234666976657478766C72746E6E6E6733;6|2|4|3;6243;63
556;fivefoureight5xrrvkjflbktjmxsonehlzggjkft;0x66697665666F7572656967687435787272766B6A666C626B746A6D78736F6E65686C7A67676A6B6674;5;5;5
557;threextctdxfcmjsqxt9hscbhsevenfour;0x746872656578746374647866636D6A73717874396873636268736576656E666F7572;9;9;9
558;sdvmnpdfvsdslcqft3zhdhdbxvbkkseveneight;0x7364766D6E706466767364736C63716674337A68646864627876626B6B736576656E6569676874;3;3;3
559;npzx52done;0x6E707A783532646F6E65;5|2;52;52
560;foursggcg88sixzhf4;0x666F7572736767636738387369787A686634;8|8|4;884;84
561;one2fourr;0x6F6E6532666F757272;2;2;2
562;jhjgptzvjhvs8eight;0x6A686A6770747A766A687673386569676874;8;8;8
563;cdsrpfqmtnthreesevenonefive9;0x636473727066716D746E7468726565736576656E6F6E656669766539;9;9;9
564;6five4four1xjjlhgsv;0x366669766534666F757231786A6A6C68677376;6|4|1;641;61
565;7nine5eightjbrdlvfphb;0x376E696E653565696768746A6272646C7666706862;7|5;75;75
566;8ninegrhnkhsfc5pstfcrttwoone;0x386E696E656772686E6B68736663357073746663727474776F6F6E65;8|5;85;85
567;9kpcchc;0x396B7063636863;9;9;9
568;seveneightnine24;0x736576656E65696768746E696E653234;2|4;24;24
569;91two;0x393174776F;9|1;91;91
570;four9vvlfive3five;0x666F75723976766C666976653366697665;9|3;93;93
571;threedmxvdqfrhrlfour5sixngmpngxvclcjhcrseven;0x7468726565646D78766471667268726C666F7572357369786E676D706E677876636C636A686372736576656E;5;5;5
572;threethree36seven1five6;0x746872656574687265653336736576656E316669766536;3|6|1|6;3616;36
573;six2five;0x7369783266697665;2;2;2
574;one79581eight;0x6F6E6537393538316569676874;7|9|5|8|1;79581;71
575;xsrbppnt7nine8;0x7873726270706E74376E696E6538;7|8;78;78
576;lcltq633rvzkkqxfxmonenine3seven;0x6C636C747136333372767A6B6B717866786D6F6E656E696E6533736576656E;6|3|3|3;6333;63
577;4two9hnjxpmft3mkzdqcvjpsmnccplcqk;0x3474776F39686E6A78706D6674336D6B7A647163766A70736D6E6363706C63716B;4|9|3;493;43
578;6six3;0x3673697833;6|3;63;63
